temperature, lluvia, humedad, rend_manz
57.00,44.00,23.00,37.40
95.00,48.00,43.00,59.60
85.00,88.00,46.00,66.10
79.00,79.00,96.00,87.50
75.00,97.00,52.00,67.90
34.00,48.00,51.00,45.30
20.00,95.00,56.00,53.00
25.00,86.00,79.00,64.20
96.00,23.00,87.00,76.90
32.00,61.00,68.00,55.80
37.00,52.00,31.00,37.00
66.00,26.00,40.00,45.00
83.00,90.00,85.00,85.40
25.00,45.00,47.00,40.00
57.00,32.00,28.00,37.50
95.00,51.00,82.00,79.70
22.00,55.00,63.00,49.10
22.00,65.00,43.00,41.10
23.00,85.00,74.00,60.90
65.00,36.00,59.00,56.20
96.00,46.00,69.00,72.50
88.00,90.00,20.00,54.40
45.00,46.00,93.00,69.20
21.00,32.00,76.00,50.70
56.00,91.00,50.00,60.00
61.00,55.00,70.00,64.30
58.00,35.00,80.00,64.40
62.00,60.00,27.00,44.10
98.00,93.00,52.00,74.00
39.00,28.00,23.00,28.80
32.00,95.00,24.00,40.60
85.00,41.00,93.00,80.20
41.00,53.00,75.00,60.40
21.00,77.00,38.00,40.70
96.00,74.00,58.00,72.60
71.00,51.00,64.00,63.50
76.00,46.00,25.00,44.50
69.00,80.00,28.00,50.70
42.00,55.00,31.00,39.10
47.00,56.00,74.00,62.30
81.00,87.00,61.00,72.20
74.00,76.00,71.00,72.90
53.00,38.00,97.00,72.00
79.00,37.00,64.00,63.10
66.00,59.00,23.00,43.10
43.00,80.00,61.00,59.40
33.00,69.00,42.00,44.70
86.00,48.00,39.00,54.90
86.00,63.00,62.00,69.40
61.00,81.00,35.00,52.00
41.00,72.00,64.00,58.70
76.00,81.00,21.00,49.50
63.00,30.00,84.00,66.90
42.00,53.00,82.00,64.20
99.00,90.00,53.00,74.20
25.00,56.00,51.00,44.20
94.00,84.00,69.00,79.50
55.00,35.00,96.00,71.50
33.00,95.00,45.00,51.40
71.00,91.00,28.00,53.50
98.00,86.00,97.00,95.10
65.00,25.00,28.00,38.50
20.00,82.00,61.00,52.90
93.00,49.00,91.00,83.20
36.00,84.00,61.00,58.10
59.00,97.00,88.00,81.10
36.00,32.00,62.00,48.20
34.00,66.00,88.00,67.40
41.00,65.00,80.00,65.30
71.00,61.00,58.00,62.50
30.00,86.00,80.00,66.20
87.00,54.00,79.00,76.40
29.00,97.00,44.00,50.10
50.00,95.00,97.00,82.50
68.00,59.00,55.00,59.70
72.00,31.00,65.00,60.30
42.00,73.00,90.00,72.20
45.00,78.00,92.00,75.10
34.00,62.00,82.00,63.60
61.00,20.00,25.00,34.80
72.00,90.00,26.00,52.60
46.00,95.00,94.00,79.80
77.00,84.00,54.00,66.90
83.00,30.00,80.00,70.90
38.00,44.00,67.00,53.70
24.00,69.00,87.00,64.50
42.00,72.00,54.00,54.00
64.00,85.00,65.00,68.70
22.00,76.00,72.00,57.80
28.00,44.00,21.00,27.70
47.00,26.00,28.00,33.30
32.00,51.00,74.00,56.80
95.00,40.00,34.00,53.50
41.00,94.00,41.00,51.60
55.00,27.00,46.00,44.90
45.00,89.00,76.00,69.30
76.00,52.00,97.00,81.70
94.00,53.00,94.00,85.80
62.00,72.00,79.00,72.50
71.00,91.00,25.00,52.00
62.00,77.00,96.00,82.00
88.00,68.00,60.00,70.00
85.00,52.00,84.00,77.90
96.00,66.00,62.00,73.00
69.00,50.00,34.00,47.70
57.00,39.00,54.00,51.90
70.00,77.00,70.00,71.40
39.00,50.00,75.00,59.20
87.00,33.00,84.00,74.70
49.00,69.00,40.00,48.50
88.00,96.00,44.00,67.60
56.00,22.00,81.00,61.70
64.00,52.00,51.00,55.10
57.00,37.00,72.00,60.50
96.00,58.00,38.00,59.40
29.00,43.00,34.00,34.30
23.00,56.00,86.00,61.10
56.00,57.00,71.00,63.70
37.00,44.00,93.00,66.40
30.00,82.00,68.00,59.40
39.00,96.00,58.00,59.90
43.00,50.00,92.00,68.90
23.00,39.00,59.00,44.20
76.00,61.00,92.00,81.00
95.00,34.00,85.00,77.80
66.00,72.00,86.00,77.20
42.00,60.00,74.00,61.60
36.00,52.00,79.00,60.70
42.00,51.00,55.00,50.30
91.00,29.00,59.00,62.60
31.00,35.00,97.00,64.80
24.00,83.00,95.00,71.30
64.00,22.00,83.00,65.10
63.00,83.00,42.00,56.50
43.00,33.00,43.00,41.00
53.00,80.00,52.00,57.90
33.00,53.00,79.00,60.00
28.00,92.00,68.00,60.80
65.00,63.00,97.00,80.60
43.00,84.00,61.00,60.20
53.00,43.00,72.00,60.50
68.00,96.00,75.00,77.10
96.00,93.00,51.00,72.90
91.00,86.00,64.00,76.50
98.00,90.00,29.00,61.90
56.00,92.00,49.00,59.70
21.00,87.00,50.00,48.70
52.00,49.00,34.00,42.40
66.00,42.00,89.00,72.70
25.00,64.00,76.00,58.30
42.00,70.00,30.00,41.60
85.00,60.00,39.00,57.00
97.00,32.00,60.00,65.50
38.00,60.00,72.00,59.40
36.00,45.00,37.00,38.30
99.00,86.00,40.00,66.90
20.00,59.00,48.00,41.80
75.00,60.00,51.00,60.00
40.00,57.00,60.00,53.40
60.00,55.00,79.00,68.50
89.00,93.00,32.00,61.30
66.00,85.00,79.00,76.30
60.00,92.00,60.00,66.40
22.00,23.00,47.00,34.70
68.00,62.00,81.00,73.30
73.00,89.00,56.00,67.70
38.00,81.00,72.00,63.60
82.00,94.00,88.00,87.40
89.00,88.00,96.00,92.30
86.00,41.00,59.00,63.50
75.00,26.00,47.00,51.20
64.00,47.00,89.00,73.10
94.00,30.00,42.00,55.20
65.00,84.00,27.00,49.80
75.00,42.00,70.00,65.90
82.00,68.00,35.00,55.70
73.00,86.00,59.00,68.60
67.00,72.00,52.00,60.50
68.00,36.00,49.00,52.10
78.00,86.00,36.00,58.60
63.00,95.00,63.00,69.40
29.00,76.00,41.00,44.40
39.00,81.00,53.00,54.40
76.00,66.00,33.00,52.50
86.00,83.00,47.00,65.90
46.00,22.00,25.00,30.70
74.00,97.00,55.00,69.10
52.00,59.00,74.00,64.40
53.00,35.00,59.00,52.40
47.00,57.00,71.00,61.00
61.00,79.00,54.00,61.10
29.00,99.00,84.00,70.50
74.00,33.00,51.00,54.30
83.00,35.00,59.00,61.40
21.00,65.00,73.00,55.80
83.00,70.00,56.00,66.90
82.00,72.00,66.00,72.00
68.00,97.00,36.00,57.80
52.00,71.00,64.00,61.80
20.00,23.00,30.00,25.60
69.00,72.00,94.00,82.10
57.00,40.00,76.00,63.10
22.00,40.00,51.00,40.10
60.00,47.00,22.00,38.40
33.00,71.00,97.00,72.60
80.00,37.00,62.00,62.40
77.00,51.00,51.00,58.80
52.00,63.00,29.00,42.70
60.00,72.00,58.00,61.40
71.00,71.00,54.00,62.50
46.00,23.00,89.00,62.90
20.00,27.00,84.00,53.40
33.00,57.00,80.00,61.30
63.00,63.00,55.00,59.00
56.00,21.00,53.00,47.50
79.00,93.00,63.00,73.80
65.00,58.00,68.00,65.10
68.00,62.00,36.00,50.80
94.00,98.00,84.00,89.80
90.00,33.00,92.00,79.60
24.00,48.00,27.00,30.30
70.00,59.00,22.00,43.80
77.00,33.00,86.00,72.70
40.00,93.00,98.00,79.60
28.00,40.00,71.00,51.90
71.00,28.00,84.00,68.90
25.00,87.00,51.00,50.40
53.00,76.00,32.00,47.10
63.00,83.00,34.00,52.50
35.00,46.00,47.00,43.20
52.00,44.00,64.00,56.40
47.00,32.00,72.00,56.50
80.00,38.00,96.00,79.60
23.00,54.00,92.00,63.70
45.00,87.00,68.00,64.90
36.00,22.00,88.00,59.20
65.00,23.00,55.00,51.60
39.00,80.00,33.00,44.20
76.00,55.00,61.00,64.30
43.00,58.00,78.00,63.50
74.00,34.00,25.00,41.50
64.00,60.00,21.00,41.70
61.00,95.00,34.00,54.30
31.00,25.00,62.00,45.30
59.00,57.00,58.00,58.10
65.00,26.00,21.00,35.20
32.00,87.00,39.00,46.50
43.00,59.00,65.00,57.20
43.00,49.00,96.00,70.70
67.00,20.00,85.00,66.60
88.00,74.00,93.00,87.70
33.00,37.00,71.00,52.80
31.00,55.00,33.00,36.80
80.00,37.00,68.00,65.40
23.00,86.00,97.00,72.60
40.00,57.00,71.00,58.90
99.00,23.00,83.00,75.80
48.00,74.00,48.00,53.20
81.00,38.00,51.00,57.40
75.00,30.00,44.00,50.50
50.00,35.00,79.00,61.50
92.00,69.00,95.00,88.90
79.00,44.00,31.00,48.00
45.00,43.00,78.00,61.10
95.00,90.00,74.00,83.50
92.00,77.00,71.00,78.50
76.00,57.00,78.00,73.20
37.00,29.00,80.00,56.90
91.00,20.00,24.00,43.30
22.00,43.00,90.00,60.20
58.00,62.00,24.00,41.80
48.00,89.00,22.00,43.20
63.00,37.00,22.00,37.30
89.00,32.00,91.00,78.60
66.00,34.00,61.00,57.10
68.00,55.00,57.00,59.90
56.00,79.00,51.00,58.10
99.00,44.00,49.00,63.00
59.00,48.00,56.00,55.30
38.00,57.00,91.00,68.30
99.00,85.00,81.00,87.20
59.00,83.00,39.00,53.80
33.00,40.00,26.00,30.90
81.00,43.00,55.00,60.40
63.00,36.00,91.00,71.60
90.00,76.00,66.00,75.20
31.00,71.00,67.00,57.00
75.00,76.00,24.00,49.70
38.00,81.00,92.00,73.60
80.00,71.00,26.00,51.20
96.00,86.00,77.00,84.50
36.00,99.00,91.00,76.10
83.00,58.00,84.00,78.50
46.00,28.00,33.00,35.90
99.00,63.00,43.00,63.80
91.00,92.00,73.00,82.20
63.00,35.00,54.00,52.90
69.00,25.00,97.00,74.20
92.00,62.00,79.00,79.50
56.00,92.00,24.00,47.20
32.00,49.00,20.00,29.40
23.00,29.00,57.00,41.20
89.00,91.00,71.00,80.40
86.00,92.00,79.00,83.70
83.00,61.00,59.00,66.60
21.00,60.00,81.00,58.80
74.00,82.00,24.00,50.60
80.00,95.00,42.00,64.00
31.00,34.00,26.00,29.10
30.00,20.00,33.00,29.50
96.00,22.00,29.00,47.70
55.00,66.00,43.00,51.20
74.00,52.00,24.00,44.60
42.00,20.00,20.00,26.60
73.00,66.00,46.00,58.10
34.00,46.00,44.00,41.40
93.00,35.00,40.00,54.90
90.00,27.00,65.00,64.90
36.00,21.00,48.00,39.00
62.00,62.00,72.00,67.00
80.00,91.00,38.00,61.20
25.00,54.00,21.00,28.80
60.00,63.00,47.00,54.10
35.00,50.00,35.00,38.00
80.00,67.00,68.00,71.40
63.00,55.00,78.00,68.90
22.00,38.00,45.00,36.70
77.00,80.00,35.00,56.60
29.00,83.00,31.00,40.80
55.00,23.00,94.00,68.10
29.00,92.00,33.00,43.60
90.00,42.00,89.00,79.90
77.00,24.00,49.00,52.40
57.00,51.00,80.00,67.30
80.00,72.00,72.00,74.40
25.00,90.00,95.00,73.00
69.00,96.00,29.00,54.40
46.00,21.00,44.00,40.00
76.00,40.00,71.00,66.30
76.00,41.00,42.00,52.00
76.00,33.00,20.00,39.40
87.00,76.00,66.00,74.30
40.00,41.00,37.00,38.70
53.00,73.00,79.00,70.00
58.00,81.00,85.00,76.10
73.00,44.00,83.00,72.20
23.00,92.00,89.00,69.80
25.00,45.00,67.00,50.00
92.00,97.00,42.00,68.00
46.00,26.00,34.00,36.00
81.00,38.00,35.00,49.40
98.00,78.00,91.00,90.50
49.00,84.00,26.00,44.50
21.00,75.00,40.00,41.30
94.00,40.00,35.00,53.70
69.00,21.00,62.00,55.90
21.00,56.00,71.00,53.00
84.00,95.00,57.00,72.70
50.00,20.00,40.00,39.00
99.00,92.00,21.00,58.60
43.00,48.00,64.00,54.50
45.00,69.00,31.00,42.80
74.00,70.00,26.00,49.20
94.00,61.00,23.00,51.90
77.00,26.00,39.00,47.80
47.00,70.00,30.00,43.10
53.00,24.00,88.00,64.70
21.00,52.00,59.00,46.20
44.00,65.00,20.00,36.20
28.00,25.00,83.00,54.90
98.00,66.00,93.00,89.10
30.00,82.00,86.00,68.40
22.00,94.00,82.00,66.40
38.00,76.00,33.00,43.10
65.00,78.00,70.00,70.10
37.00,55.00,43.00,43.60
86.00,20.00,29.00,44.30
41.00,64.00,83.00,66.60
73.00,58.00,93.00,80.00
51.00,88.00,67.00,66.40
44.00,57.00,96.00,72.60
46.00,50.00,31.00,39.30
75.00,67.00,61.00,66.40
39.00,78.00,97.00,75.80
38.00,53.00,87.00,65.50
27.00,78.00,77.00,62.20
40.00,65.00,88.00,69.00
99.00,36.00,67.00,70.40
35.00,55.00,73.00,58.00
36.00,42.00,92.00,65.20
50.00,35.00,63.00,53.50
36.00,94.00,20.00,39.60
43.00,48.00,43.00,44.00
46.00,77.00,91.00,74.70
38.00,68.00,49.00,49.50
69.00,55.00,27.00,45.20
50.00,74.00,21.00,40.30
55.00,21.00,78.00,59.70
61.00,45.00,32.00,43.30
97.00,73.00,29.00,58.20
44.00,98.00,97.00,81.30
21.00,91.00,79.00,64.00
87.00,76.00,76.00,79.30
81.00,50.00,90.00,79.30
33.00,96.00,79.00,68.60
67.00,54.00,99.00,80.40
73.00,99.00,32.00,57.70
86.00,51.00,85.00,78.50
54.00,94.00,99.00,84.50
28.00,21.00,90.00,57.60
21.00,89.00,60.00,54.10
73.00,98.00,95.00,89.00
33.00,54.00,48.00,44.70
82.00,35.00,77.00,70.10
93.00,39.00,59.00,65.20
70.00,99.00,99.00,90.30
36.00,68.00,66.00,57.40
20.00,79.00,96.00,69.80
88.00,51.00,46.00,59.60
35.00,32.00,65.00,49.40
81.00,31.00,25.00,43.00
20.00,31.00,64.00,44.20
45.00,97.00,21.00,43.40
20.00,95.00,50.00,50.00
39.00,60.00,68.00,57.70
89.00,49.00,35.00,54.00
37.00,32.00,98.00,66.50
98.00,83.00,38.00,65.00
83.00,88.00,56.00,70.50
89.00,50.00,33.00,53.20
81.00,40.00,55.00,59.80
95.00,90.00,84.00,88.50
41.00,51.00,89.00,67.00
61.00,93.00,91.00,82.40
58.00,57.00,67.00,62.30
34.00,47.00,53.00,46.10
77.00,38.00,32.00,46.70
32.00,70.00,72.00,59.60
38.00,33.00,23.00,29.50
35.00,40.00,71.00,54.00
79.00,37.00,97.00,79.60
61.00,80.00,48.00,58.30
30.00,79.00,87.00,68.30
28.00,91.00,22.00,37.60
65.00,27.00,90.00,69.90
40.00,33.00,32.00,34.60
96.00,62.00,70.00,76.20
89.00,34.00,31.00,49.00
81.00,55.00,72.00,71.30
46.00,96.00,27.00,46.50
39.00,40.00,98.00,68.70
83.00,43.00,64.00,65.50
80.00,33.00,34.00,47.60
55.00,35.00,62.00,54.50
92.00,66.00,76.00,78.80
42.00,82.00,22.00,40.00
57.00,78.00,94.00,79.70
26.00,58.00,87.00,62.90
26.00,68.00,84.00,63.40
26.00,20.00,91.00,57.30
39.00,81.00,73.00,64.40
31.00,24.00,41.00,34.60
72.00,50.00,24.00,43.60
99.00,20.00,22.00,44.70
91.00,63.00,57.00,68.40
61.00,54.00,69.00,63.60
46.00,81.00,23.00,41.50
43.00,72.00,87.00,70.80
85.00,44.00,88.00,78.30
85.00,90.00,45.00,66.00
95.00,63.00,75.00,78.60
95.00,42.00,61.00,67.40
37.00,35.00,36.00,36.10
25.00,91.00,78.00,64.70
66.00,41.00,84.00,70.00
83.00,28.00,73.00,67.00
73.00,87.00,33.00,55.80
60.00,79.00,28.00,47.80
86.00,98.00,65.00,77.90
60.00,94.00,59.00,66.30
80.00,21.00,99.00,77.70
39.00,23.00,59.00,45.80
30.00,90.00,65.00,59.50
25.00,26.00,23.00,24.20
78.00,72.00,36.00,55.80
42.00,55.00,67.00,57.10
60.00,35.00,89.00,69.50
93.00,92.00,63.00,77.80
22.00,93.00,92.00,71.20
33.00,46.00,71.00,54.60
35.00,31.00,55.00,44.20
24.00,77.00,46.00,45.60
53.00,61.00,78.00,67.10
84.00,58.00,56.00,64.80
35.00,86.00,96.00,75.70
45.00,97.00,43.00,54.40
68.00,97.00,43.00,61.30
42.00,68.00,31.00,41.70
60.00,75.00,86.00,76.00
74.00,51.00,24.00,44.40
86.00,81.00,26.00,55.00
77.00,73.00,31.00,53.20
27.00,99.00,70.00,62.90
94.00,71.00,32.00,58.40
87.00,73.00,51.00,66.20
96.00,89.00,47.00,70.10
59.00,32.00,23.00,35.60
59.00,32.00,34.00,41.10
38.00,35.00,86.00,61.40
85.00,65.00,96.00,86.50
94.00,22.00,36.00,50.60
47.00,81.00,88.00,74.30
43.00,29.00,55.00,46.20
70.00,81.00,30.00,52.20
77.00,93.00,73.00,78.20
48.00,27.00,98.00,68.80
61.00,53.00,65.00,61.40
50.00,69.00,95.00,76.30
30.00,43.00,97.00,66.10
73.00,55.00,34.00,49.90
20.00,22.00,26.00,23.40
57.00,44.00,67.00,59.40
65.00,45.00,29.00,43.00
41.00,87.00,23.00,41.20
97.00,64.00,24.00,53.90
41.00,91.00,99.00,80.00
98.00,69.00,26.00,56.20
23.00,45.00,41.00,36.40
86.00,85.00,82.00,83.80
91.00,22.00,71.00,67.20
67.00,65.00,83.00,74.60
59.00,61.00,56.00,57.90
37.00,59.00,95.00,70.40
95.00,73.00,33.00,59.60
69.00,22.00,46.00,48.10
88.00,49.00,39.00,55.70
55.00,38.00,73.00,60.60
76.00,51.00,73.00,69.50
